0.10200205,700
0.0,769
0.0,897
37.49775,1053
65.62106,971
82.02539,894
0.0018745975,689
16.057556,571
7.344147E-4,577
3.7376714,577
6.836937E-4,574
0.9149894,574
6.708934E-4,587
0.22699535,604
6.6785334E-4,641
2.7895317,614
0.69803697,591
0.17488448,579
0.04388824,577
0.0,577
20.061537,574
55.50698,579
0.004390488,575
4.816363,571
1.2049681,572
0.3019555,573
0.002109802,576
6.956018,571
0.0037906356,572
36.510307,577
0.0073448666,571
4.165355,576
1.0426644,575
0.003306066,574
25.295198,575
58.79633,571
0.006214164,573
11.950597,571
50.12812,574
0.008610972,573
4.6380835,582
1.1623176,585
0.29171023,571
0.0021076421,576
6.941777,576
0.012631453,574
9.978215,587
2.4999256,599
0.011577431,620
8.381673,583
2.0987496,570
0.5264883,575
0.006434769,573
7.1943326,570
0.010142922,576
10.056705,578
2.5167153,568
0.018532211,574
29.083443,583
0.015808316,571
6.428128,587
0.013961879,580
3.0461235,579
0.022310248,571
30.181929,573
0.018261444,575
6.6390634,573
46.40396,582
71.38749,569
85.14992,573
92.361336,583
0.003921998,581
17.539612,577
0.011933039,573
3.4820166,573
0.8738595,572
0.220517,574
0.05591816,575
0.0051181023,585
6.5429597,580
1.6437736,577
0.015798476,572
27.015581,573
59.8227,570
0.014260124,571
12.135453,587
0.01446509,581
2.8548477,573
0.009539231,573
2.9067297,569
0.022228165,573
8.562801,573
2.149783,573
0.022914058,575
28.234673,574
0.026766697,582
3.8813565,576
0.9741782,572
0.24660051,576
0.06273302,577
0.016359327,579
0.0030391805,580
6.400985,579
0.030068763,573
35.684258,571
0.02197736,572
7.715623,568
47.117218,570
71.75333,570
0.012961459,570
14.172524,572
51.512398,581
0.020781536,574
4.6924915,568
0.047415588,578
33.057278,577
0.024136085,577
7.2103076,575
0.016853137,575
1.7229627,573
42.806805,572
0.025978519,570
9.0605755,571
0.01704322,575
3.1609714,570
0.049424905,576
30.33594,574
61.800842,571
0.01794516,580
5.033817,575
0.052612416,579
9.3692665,573
0.041764677,582
39.467945,583
67.252495,575
82.88987,581
0.008609212,590
16.024551,594
52.723694,618
75.0114,583
0.009355387,574
14.7034855,573
51.841415,582
0.03035681,575
4.706787,573
0.05959107,570
33.051517,578
63.433243,580
0.01804516,569
5.0927515,570
1.2863945,575
0.32430425,580
0.08397144,584
0.0041133617,589
20.4392,570
0.030319005,573
3.6013093,581
0.9100602,570
0.018606532,575
24.744116,573
58.29885,571
0.025730472,578
11.854387,570
0.02240477,570
2.7949002,574
0.02454673,574
0.6854998,581
0.022171162,596
0.17873815,619
0.019396747,670
2.8016698,631
0.70813566,596
0.1805948,584
0.047213104,580
0.013162103,586
0.005056301,587
19.34064,582
0.03768675,572
3.5630558,571
0.060564734,572
31.043648,576
62.142063,573
80.02407,572
89.53309,602
0.008768335,585
17.088547,576
53.375614,575
0.035774037,580
10.990188,593
49.335968,579
72.91142,574
0.022329088,574
5.4116936,587
0.06157523,606
9.492683,581
0.05880358,580
10.688503,572
2.6952066,573
0.053486187,580
29.331717,583
61.092247,576
79.45,572
89.20449,578
94.21601,593
0.0049324986,584
6.089582,577
0.062283244,579
9.710187,642
